Age,Gender,Country,family_history,treatment,work_interfere,self_employed,remote_work,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
32,Male,United States,No,Yes,Often,No,Yes,26-100,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,Don't know,No
25,Male,Ireland,No,No,NA,No,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
28,Male,Australia,No,Yes,Often,No,Yes,100-500,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No
28,Female,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,No,No,No,No,Yes
31,Male,Brazil,No,Yes,NA,Yes,No,More than 1000,Yes,No,Yes,No,No,No,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
24,Male,United Kingdom,No,No,NA,No,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No
34,Male,Ireland,Yes,Yes,Never,No,Yes,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
32,Male,Ireland,No,Yes,Sometimes,No,No,More than 1000,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
34,Male,United Kingdom,Yes,No,Often,No,Yes,26-100,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,No
23,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,No,Yes,No,No,No,Very easy,Maybe,Maybe,Some of them,Yes,No,No,No,No
33,Male,Czech Republic,Yes,No,Often,No,No,100-500,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes
29,Male,Singapore,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No
24,Male,Ireland,Yes,No,NA,No,No,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
45,Male,Ireland,No,No,Never,No,Yes,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,Yes,Some of them,No,No,No,Yes
34,Female,United Kingdom,No,Yes,Sometimes,No,No,More than 1000,No,No,Yes,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes
31,Male,Philippines,No,No,Sometimes,No,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,Yes
33,Male,United States,No,Yes,Often,No,Yes,26-100,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
28,Male,Netherlands,No,No,NA,No,No,More than 1000,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
27,Male,United Kingdom,No,No,Rarely,No,Yes,More than 1000,No,Don't know,Not sure,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
42,Male,Ireland,No,No,Never,No,No,26-100,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,No,No,No,No
28,Male,Netherlands,No,No,NA,No,No,More than 1000,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
38,Male,United States,No,Yes,Sometimes,No,Yes,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Don't know,No
46,Male,United States,Yes,Yes,Often,No,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
46,Male,United States,Yes,Yes,Sometimes,No,Yes,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No
41,Female,Netherlands,No,Yes,Rarely,Yes,Yes,More than 1000,Yes,Don't know,Yes,Don't know,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
23,Male,United Kingdom,No,No,Never,No,No,26-100,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,Yes
24,Male,Ireland,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Yes,Yes
23,Female,Ireland,No,Yes,Rarely,No,No,26-100,Yes,No,Yes,Yes,No,Don't know,Don't know,No,No,Yes,Some of them,No,Maybe,Don't know,No
39,Male,Netherlands,No,No,NA,No,No,More than 1000,No,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Yes,No
32,Female,Ireland,Yes,No,Never,No,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
25,Male,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,Yes,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No
39,Male,Greece,No,No,NA,No,Yes,More than 1000,Yes,No,No,No,No,Yes,Don't know,Yes,No,No,No,No,No,Don't know,No
23,Female,United Kingdom,Yes,Yes,Sometimes,No,No,More than 1000,Yes,No,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
24,Male,United Kingdom,No,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes
25,Male,United Kingdom,Yes,Yes,Sometimes,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
23,Male,United Kingdom,No,Yes,Rarely,No,No,More than 1000,Yes,No,Yes,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
24,Male,United Kingdom,No,Yes,Sometimes,No,No,More than 1000,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
23,Male,Canada,No,Yes,Often,No,No,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No
60,Male,United States,No,Yes,Often,No,Yes,More than 1000,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No
28,Male,Ireland,No,No,Sometimes,No,No,26-100,Yes,No,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,Yes
28,Male,United States,Yes,Yes,Often,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Yes,No,No,No,Yes
30,Male,Netherlands,No,No,Sometimes,No,No,500-1000,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,Don't know,No
31,Male,Germany,Yes,Yes,Sometimes,No,No,100-500,Yes,Don't know,No,No,No,Yes,Somewhat easy,No,No,Some of them,No,No,No,Don't know,No
31,Male,Poland,No,Yes,Often,Yes,Yes,More than 1000,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know,No
28,Male,Ireland,No,Yes,Rarely,No,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
43,Female,United States,Yes,Yes,Rarely,No,Yes,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
32,Female,United Kingdom,No,No,NA,No,No,More than 1000,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No
22,Male,Australia,Yes,Yes,Often,No,No,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No,Maybe,Don't know,Yes
32,Male,United States,No,No,Never,No,No,100-500,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,Yes,Don't know,No
36,Male,Finland,No,Yes,Often,No,No,More than 1000,Yes,No,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,Yes
41,Female,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
30,Male,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Yes,Yes,Don't know,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
30,Male,United States,Yes,Yes,Often,Yes,No,26-100,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
36,Male,South Africa,Yes,Yes,Often,No,No,100-500,No,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Yes,No
29,Male,United States,Yes,Yes,Sometimes,No,Yes,100-500,Yes,Yes,Yes,Yes,No,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,No,No
36,Male,United States,Yes,No,Rarely,No,No,More than 1000,No,Don't know,No,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
26,Male,United Kingdom,No,Yes,NA,No,No,26-100,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No
32,Male,United States,Yes,Yes,Often,No,Yes,26-100,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,Yes,No
34,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,No
46,Female,United States,No,No,NA,No,Yes,100-500,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No,No,No,No
25,Male,United States,Yes,Yes,Sometimes,No,No,26-100,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
